cited_person_age,citation_time,charge_description,street,month,day_of_week,week_of_year,hour_of_day,place_id,age_breaks
28.0,225,DUI-Impaired to Slightest Degree,E Camelback Rd / N Scottsdale Rd,7,0,30,2,E Camelback Rd / N Scottsdale Rd -  xxx,"(24.0, 29.0]"
48.0,1346,Expired/No Arizona Registration,E Via Linda,7,2,28,13,E Via Linda - 1xxx,"(37.0, 50.0]"
31.0,757,Speed Greater Than R&P or Posted,N Hayden Rd,7,2,28,7,N Hayden Rd - 9xxx,"(29.0, 37.0]"
54.0,105,Speed Greater Than R&P or Posted,N Scottsdale Rd,7,2,28,1,N Scottsdale Rd - 8xxx,"(50.0, 97.0]"
40.0,856,Speed Greater Than R&P or Posted,E Shea Bl,7,1,28,8,E Shea Bl - 1xxx,"(37.0, 50.0]"
29.0,815,Expired/No Arizona Registration,E Oak St,7,4,28,8,E Oak St - 6xxx,"(24.0, 29.0]"
52.0,2336,No Proof of Insurance,N Scottsdale Rd,7,1,28,23,N Scottsdale Rd - 9xxx,"(50.0, 97.0]"
39.0,747,Speed Greater Than R&P or Posted,E Oak St,7,4,28,7,E Oak St - 6xxx,"(37.0, 50.0]"
60.0,759,Speed Greater Than R&P or Posted,E Oak St,7,4,28,7,E Oak St - 6xxx,"(50.0, 97.0]"
29.0,645,Speed Greater Than R&P or Posted,N Hayden Rd,7,3,28,6,N Hayden Rd - 6xxx,"(24.0, 29.0]"
67.0,612,Speed Greater Than R&P or Posted,N Hayden Rd,7,4,28,6,N Hayden Rd - 5xxx,"(50.0, 97.0]"
68.0,734,Speed Greater Than R&P or Posted,E Via Linda,7,4,28,7,E Via Linda - 1xxx,"(50.0, 97.0]"
31.0,805,Speed Greater Than R&P or Posted,E Mountain View Rd,7,4,28,8,E Mountain View Rd - 1xxx,"(29.0, 37.0]"
75.0,827,Speed Greater Than R&P or Posted,E Mountain View Rd,7,4,28,8,E Mountain View Rd - 1xxx,"(50.0, 97.0]"
18.0,839,Speed Greater Than R&P or Posted,E Mountain View Rd,7,4,28,8,E Mountain View Rd - 1xxx,"(17.999, 24.0]"
70.0,713,Speed Greater Than R&P or Posted,E Oak St,7,4,28,7,E Oak St - 6xxx,"(50.0, 97.0]"
38.0,2345,No Proof of Insurance,N Scottsdale Rd,7,4,29,23,N Scottsdale Rd - 8xxx,"(37.0, 50.0]"
21.0,1431,Fail to Obey Traffic Control Device,E Camelback Rd,7,1,29,14,E Camelback Rd - 8xxx,"(17.999, 24.0]"
20.0,401,Speed Greater Than R&P or Posted,N Scottsdale Rd,7,3,28,4,N Scottsdale Rd - 9xxx,"(17.999, 24.0]"
27.0,1115,Expired/No Arizona Registration,E Camelback Rd,7,2,29,11,E Camelback Rd - 7xxx,"(24.0, 29.0]"
23.0,1545,Expired/No Arizona Registration,N Scottsdale Rd,7,1,29,15,N Scottsdale Rd - 2xxx,"(17.999, 24.0]"
19.0,155,Expired/No Arizona Registration,N Hayden Rd,7,3,29,1,N Hayden Rd - 2xxx,"(17.999, 24.0]"
32.0,1356,Expired/No Arizona Registration,N Scottsdale Rd,7,2,29,13,N Scottsdale Rd - 1xxx,"(29.0, 37.0]"
18.0,739,Speed Greater Than R&P or Posted,E Via Linda,7,3,29,7,E Via Linda - 9xxx,"(17.999, 24.0]"
20.0,1449,Speed Greater Than R&P or Posted,E Shea Bl,7,3,29,14,E Shea Bl - 6xxx,"(17.999, 24.0]"
79.0,954,Failure to Control Speed to Avoid A Collision,N Hayden Rd,7,0,30,9,N Hayden Rd - 2xxx,"(50.0, 97.0]"
28.0,722,Speed Greater Than R&P or Posted,E Via Linda,7,3,29,7,E Via Linda - 9xxx,"(24.0, 29.0]"
37.0,1521,Speed Greater Than R&P or Posted,E Via Linda,7,3,29,15,E Via Linda - 1xxx,"(29.0, 37.0]"
45.0,738,Speed Greater Than R&P or Posted,E Chaparral Rd,7,1,29,7,E Chaparral Rd - 6xxx,"(37.0, 50.0]"
55.0,2140,Speed Greater Than R&P or Posted,E Camelback Rd,7,4,28,21,E Camelback Rd - 7xxx,"(50.0, 97.0]"
22.0,1215,Drug Paraphernalia-Possess/Use,E Indian Bend Rd,7,0,30,12,E Indian Bend Rd - 7xxx,"(17.999, 24.0]"
20.0,723,Speed Greater Than R&P or Posted,E Chaparral Rd,7,1,29,7,E Chaparral Rd - 6xxx,"(17.999, 24.0]"
46.0,2130,Expired/No Arizona Registration,E Shea Bl,7,6,28,21,E Shea Bl - 9xxx,"(37.0, 50.0]"
57.0,2158,Speed Greater Than R&P or Posted,E Camelback Rd,7,4,28,21,E Camelback Rd - 7xxx,"(50.0, 97.0]"
33.0,1532,Drug Paraphernalia-Possess/Use,N Hayden Rd,7,0,30,15,N Hayden Rd - 7xxx,"(29.0, 37.0]"
21.0,1830,Drug Paraphernalia-Possess/Use,E Camelback Rd,7,0,30,18,E Camelback Rd - 8xxx,"(17.999, 24.0]"
62.0,1318,Speed Greater Than R&P or Posted,E Via Linda,7,2,29,13,E Via Linda - 1xxx,"(50.0, 97.0]"
24.0,1251,Speed Greater Than R&P or Posted,E Via Linda,7,2,29,12,E Via Linda - 1xxx,"(17.999, 24.0]"
35.0,808,Speed Greater Than R&P or Posted,E Shea Bl,7,2,29,8,E Shea Bl - 6xxx,"(29.0, 37.0]"
25.0,1008,Speed Greater Than R&P or Posted,E Oak St,7,5,28,10,E Oak St - 7xxx,"(24.0, 29.0]"
56.0,730,Speed Greater Than R&P or Posted,E Chaparral Rd,7,2,29,7,E Chaparral Rd - 6xxx,"(50.0, 97.0]"
45.0,138,Speed Greater Than R&P or Posted,E Shea Bl,7,0,29,1,E Shea Bl - 7xxx,"(37.0, 50.0]"
30.0,1719,Speed Greater Than R&P or Posted,E Via Linda,7,6,28,17,E Via Linda - 1xxx,"(29.0, 37.0]"
30.0,657,Speed Greater Than R&P or Posted,N Scottsdale Rd,7,3,29,6,N Scottsdale Rd - 1xxx,"(29.0, 37.0]"
41.0,2315,Expired/No Arizona Registration,N Scottsdale Rd / E Shea Bl,7,2,29,23,N Scottsdale Rd / E Shea Bl -  xxx,"(37.0, 50.0]"
21.0,2235,Speed Greater Than R&P or Posted,E Camelback Rd,7,5,28,22,E Camelback Rd - 7xxx,"(17.999, 24.0]"
18.0,1900,No Proof of Insurance,E Shea Bl,7,6,28,19,E Shea Bl - 1xxx,"(17.999, 24.0]"
51.0,724,No Proof of Insurance,E Chaparral Rd,7,3,29,7,E Chaparral Rd - 6xxx,"(50.0, 97.0]"
34.0,111,Speed Greater Than R&P or Posted,E Camelback Rd,7,5,28,1,E Camelback Rd - 7xxx,"(29.0, 37.0]"
49.0,846,Expired/No Arizona Registration,E McDowell Rd / N Scottsdale Rd,7,5,28,8,E McDowell Rd / N Scottsdale Rd -  xxx,"(37.0, 50.0]"
39.0,1636,Speed Greater Than R&P or Posted,N Pima Rd,7,2,29,16,N Pima Rd - 2xxx,"(37.0, 50.0]"
23.0,2147,Speed Greater Than R&P or Posted,N Scottsdale Rd,7,6,28,21,N Scottsdale Rd - 2xxx,"(17.999, 24.0]"
48.0,818,Expired/No Arizona Registration,E Camelback Rd,7,2,29,8,E Camelback Rd - 6xxx,"(37.0, 50.0]"
35.0,1452,Expired/No Arizona Registration,E Thomas Rd,7,6,28,14,E Thomas Rd - 6xxx,"(29.0, 37.0]"
82.0,1445,Speed Greater Than R&P or Posted,N Scottsdale Rd,7,6,28,14,N Scottsdale Rd - 8xxx,"(50.0, 97.0]"
37.0,2320,Speed Greater Than R&P or Posted,N Scottsdale Rd,7,2,29,23,N Scottsdale Rd - 2xxx,"(29.0, 37.0]"
24.0,758,Expired/No Arizona Registration,E Camelback Rd / N Scottsdale Rd,7,2,29,7,E Camelback Rd / N Scottsdale Rd -  xxx,"(17.999, 24.0]"
19.0,1457,Expired/No Arizona Registration,N Hayden Rd,7,2,29,14,N Hayden Rd - 4xxx,"(17.999, 24.0]"
49.0,1225,Speed Greater Than R&P or Posted,E McDowell Rd,7,3,29,12,E McDowell Rd - 6xxx,"(37.0, 50.0]"
48.0,1143,Speed Greater Than R&P or Posted,E Mountain View Rd,7,6,28,11,E Mountain View Rd - 1xxx,"(37.0, 50.0]"
64.0,947,Speed Greater Than R&P or Posted,E Shea Bl,7,6,28,9,E Shea Bl - 1xxx,"(50.0, 97.0]"
47.0,1230,Speed Greater Than R&P or Posted,N Hayden Rd,7,0,29,12,N Hayden Rd - 1xxx,"(37.0, 50.0]"
34.0,701,Speed Greater Than R&P or Posted,E McDowell Rd,7,2,29,7,E McDowell Rd - 6xxx,"(29.0, 37.0]"
22.0,1748,Speed Greater Than R&P or Posted,N Pima Rd,7,2,29,17,N Pima Rd - 1xxx,"(17.999, 24.0]"
56.0,929,Speed Greater Than R&P or Posted,N Hayden Rd,7,1,29,9,N Hayden Rd - 1xxx,"(50.0, 97.0]"
22.0,759,Speed Greater Than R&P or Posted,N 68th St,7,0,29,7,N 68th St - 3xxx,"(17.999, 24.0]"
39.0,733,Speed Greater Than R&P or Posted,N Pima Rd,7,2,29,7,N Pima Rd - 2xxx,"(37.0, 50.0]"
46.0,1246,Speed Greater Than R&P or Posted,N 68th St,7,0,29,12,N 68th St - 3xxx,"(37.0, 50.0]"
37.0,1415,Speed Greater Than R&P or Posted,E Indian School Rd,7,2,29,14,E Indian School Rd - 8xxx,"(29.0, 37.0]"
25.0,2214,Expired/No Arizona Registration,E McDowell Rd,7,0,29,22,E McDowell Rd - 6xxx,"(24.0, 29.0]"
21.0,429,Speed Greater Than R&P or Posted,N Scottsdale Rd,7,0,29,4,N Scottsdale Rd - 8xxx,"(17.999, 24.0]"
33.0,950,Speed Greater Than R&P or Posted,E Oak St,7,6,28,9,E Oak St - 8xxx,"(29.0, 37.0]"
51.0,912,Speed Greater Than R&P or Posted,E Oak St,7,6,28,9,E Oak St - 8xxx,"(50.0, 97.0]"
32.0,827,Speed Greater Than R&P or Posted,E Via Linda,7,2,29,8,E Via Linda - 9xxx,"(29.0, 37.0]"
33.0,1315,Expired/No Arizona Registration,E Shea Bl,7,1,29,13,E Shea Bl - 9xxx,"(29.0, 37.0]"
18.0,810,Speed Greater Than R&P or Posted,E Via Linda,7,2,29,8,E Via Linda - 9xxx,"(17.999, 24.0]"
46.0,802,Speed Greater Than R&P or Posted,E Via Linda,7,2,29,8,E Via Linda - 9xxx,"(37.0, 50.0]"
32.0,757,Speed Greater Than R&P or Posted,E Via Linda,7,3,29,7,E Via Linda - 9xxx,"(29.0, 37.0]"
27.0,654,Speed Greater Than R&P or Posted,E Shea Bl,7,1,29,6,E Shea Bl - 1xxx,"(24.0, 29.0]"
19.0,1422,Speed Greater Than R&P or Posted,E Via Linda,7,3,29,14,E Via Linda - 1xxx,"(17.999, 24.0]"
26.0,733,Speed Greater Than R&P or Posted,E Osborn Rd,7,2,29,7,E Osborn Rd - 7xxx,"(24.0, 29.0]"
26.0,802,Speed Greater Than R&P or Posted,N Pima Rd,7,3,29,8,N Pima Rd - 2xxx,"(24.0, 29.0]"
52.0,635,Speed Greater Than R&P or Posted,N Pima Rd,7,3,29,6,N Pima Rd - 2xxx,"(50.0, 97.0]"
65.0,1027,Speed Greater Than R&P or Posted,E Shea Bl,7,1,29,10,E Shea Bl - 1xxx,"(50.0, 97.0]"
47.0,700,Speed Greater Than R&P or Posted,N Scottsdale Rd,7,2,29,7,N Scottsdale Rd - 8xxx,"(37.0, 50.0]"
30.0,656,Speed Greater Than R&P or Posted,N Hayden Rd,7,2,29,6,N Hayden Rd - 8xxx,"(29.0, 37.0]"
52.0,2244,Speed Greater Than R&P or Posted,N Pima Rd,7,2,29,22,N Pima Rd - 2xxx,"(50.0, 97.0]"
18.0,1624,Speed Greater Than R&P or Posted,E Via Linda,7,3,29,16,E Via Linda - 1xxx,"(17.999, 24.0]"
23.0,2245,Speed Greater Than R&P or Posted,N Hayden Rd / E Legacy Bl,7,3,29,22,N Hayden Rd / E Legacy Bl -  xxx,"(17.999, 24.0]"
21.0,2022,Speed Greater Than R&P or Posted,E McKellips Rd,7,3,29,20,E McKellips Rd - 7xxx,"(17.999, 24.0]"
30.0,308,Expired/No Arizona Registration,N Hayden Rd,7,2,29,3,N Hayden Rd - 2xxx,"(29.0, 37.0]"
33.0,1005,Failure to Control Speed to Avoid A Collision,E Raintree DR,7,1,30,10,E Raintree DR - 8xxx,"(29.0, 37.0]"
22.0,2327,Speed Greater Than R&P or Posted,E Indian School Rd,7,2,29,23,E Indian School Rd - 7xxx,"(17.999, 24.0]"
39.0,817,Speed Greater Than R&P or Posted,E Chaparral Rd,7,3,29,8,E Chaparral Rd - 6xxx,"(37.0, 50.0]"
25.0,833,Speed Greater Than R&P or Posted,E Chaparral Rd,7,3,29,8,E Chaparral Rd - 6xxx,"(24.0, 29.0]"
59.0,722,Speed Greater Than R&P or Posted,N 136th St,7,0,29,7,N 136th St - 2xxx,"(50.0, 97.0]"
39.0,2218,Speed Greater Than R&P or Posted,E Indian School Rd,7,4,29,22,E Indian School Rd - 7xxx,"(37.0, 50.0]"
38.0,712,Speed Greater Than R&P or Posted,E Indian School Rd,7,4,29,7,E Indian School Rd - 6xxx,"(37.0, 50.0]"
32.0,831,Speed Greater Than R&P or Posted,N Scottsdale Rd,7,3,29,8,N Scottsdale Rd - 3xxx,"(29.0, 37.0]"
24.0,1204,Drug Paraphernalia-Possess/Use,E Indian School Rd,11,3,46,12,E Indian School Rd - 8xxx,"(17.999, 24.0]"
25.0,638,Speed Greater Than R&P or Posted,E Camelback Rd,11,3,45,6,E Camelback Rd - 6xxx,"(24.0, 29.0]"
61.0,706,Speed Greater Than R&P or Posted,E Camelback Rd,11,3,45,7,E Camelback Rd - 6xxx,"(50.0, 97.0]"
34.0,1605,Failure to Control Speed to Avoid A Collision,E Via Linda,11,3,46,16,E Via Linda - 9xxx,"(29.0, 37.0]"
41.0,1345,Suspended/Revoked D.L.,E McDowell Rd,11,3,46,13,E McDowell Rd - 7xxx,"(37.0, 50.0]"
42.0,1630,Failure to Control Speed to Avoid A Collision,N Scottsdale Rd,11,2,45,16,N Scottsdale Rd - 1xxx,"(37.0, 50.0]"
24.0,2228,Suspended/Revoked D.L.,E Shea Bl,11,3,46,22,E Shea Bl - 6xxx,"(17.999, 24.0]"
18.0,55,Drug Paraphernalia-Possess/Use,E Via Linda,11,4,46,0,E Via Linda - 1xxx,"(17.999, 24.0]"
25.0,15,DUI-Impaired to Slightest Degree,N Scottsdale Rd,11,4,46,0,N Scottsdale Rd - 3xxx,"(24.0, 29.0]"
27.0,357,Speed Greater Than R&P or Posted,N Scottsdale Rd,11,2,46,3,N Scottsdale Rd - 2xxx,"(24.0, 29.0]"
46.0,541,Suspended/Revoked D.L.,N Hayden Rd / E Indian School Rd,11,4,46,5,N Hayden Rd / E Indian School Rd -  xxx,"(37.0, 50.0]"
46.0,435,Speed Greater Than R&P or Posted,N Scottsdale Rd,11,1,46,4,N Scottsdale Rd - 2xxx,"(37.0, 50.0]"
23.0,113,No Proof of Insurance,L101 / E Shea Bl,11,1,46,1,L101 / E Shea Bl -  xxx,"(17.999, 24.0]"
35.0,2152,No Proof of Insurance,N Scottsdale Rd / E Thomas Rd,11,6,45,21,N Scottsdale Rd / E Thomas Rd -  xxx,"(29.0, 37.0]"
23.0,2345,Speed Greater Than R&P or Posted,N Scottsdale Rd,11,6,45,23,N Scottsdale Rd - 2xxx,"(17.999, 24.0]"
29.0,851,Speed Greater Than R&P or Posted,E McDowell Rd,11,6,45,8,E McDowell Rd - 6xxx,"(24.0, 29.0]"
80.0,2349,Speed Greater Than R&P or Posted,N Scottsdale Rd,11,0,46,23,N Scottsdale Rd - 2xxx,"(50.0, 97.0]"
39.0,839,Speed Greater Than R&P or Posted,N 100th St,11,0,46,8,N 100th St - 1xxx,"(37.0, 50.0]"
23.0,818,Drug Paraphernalia-Possess/Use,E McDonald DR,11,4,46,8,E McDonald DR - 8xxx,"(17.999, 24.0]"
18.0,2134,Fail to Stop For Red Signal,E Thomas Rd,11,0,46,21,E Thomas Rd - 6xxx,"(17.999, 24.0]"
40.0,926,Suspended/Revoked D.L.,E Camelback Rd,11,4,46,9,E Camelback Rd - 6xxx,"(37.0, 50.0]"
29.0,846,Speed Greater Than R&P or Posted,E Indian Bend Rd,11,0,46,8,E Indian Bend Rd - 7xxx,"(24.0, 29.0]"
20.0,2145,Speed Greater Than R&P or Posted,E McDowell Rd,11,0,46,21,E McDowell Rd - 6xxx,"(17.999, 24.0]"
21.0,545,Expired/No Arizona Registration,E Shea Bl,11,0,46,5,E Shea Bl - 1xxx,"(17.999, 24.0]"
24.0,1400,Failure to Control Speed to Avoid A Collision,E Thomas Rd,11,1,46,14,E Thomas Rd - 6xxx,"(17.999, 24.0]"
49.0,1453,Fail to Stop For Red Signal,E McDowell Rd,11,4,46,14,E McDowell Rd - 7xxx,"(37.0, 50.0]"
22.0,2005,Failure to Control Speed to Avoid A Collision,N Scottsdale Rd,11,2,46,20,N Scottsdale Rd - 3xxx,"(17.999, 24.0]"
40.0,2304,DUI-Impaired to Slightest Degree,N Thompson Peak Py,11,4,46,23,N Thompson Peak Py - 1xxx,"(37.0, 50.0]"
25.0,158,DUI-Impaired to Slightest Degree,E Indian School Rd,11,5,46,1,E Indian School Rd - 8xxx,"(24.0, 29.0]"
24.0,155,DUI-Impaired to Slightest Degree,E Indian Pz,11,5,46,1,E Indian Pz - 7xxx,"(17.999, 24.0]"
27.0,1048,Drug Paraphernalia-Possess/Use,E McDonald DR,11,5,46,10,E McDonald DR - 8xxx,"(24.0, 29.0]"
37.0,131,DUI-Impaired to Slightest Degree,N Scottsdale Rd,11,6,46,1,N Scottsdale Rd - 1xxx,"(29.0, 37.0]"
29.0,11,Failure to Control Speed to Avoid A Collision,N Scottsdale Rd,11,5,46,0,N Scottsdale Rd - 1xxx,"(24.0, 29.0]"
20.0,318,Suspended/Revoked D.L.,N Hayden Rd / E Indian School Rd,11,6,46,3,N Hayden Rd / E Indian School Rd -  xxx,"(17.999, 24.0]"
50.0,239,Suspended/Revoked D.L.,E McDowell Rd,11,0,47,2,E McDowell Rd - 7xxx,"(37.0, 50.0]"
43.0,2328,No Proof of Insurance,E Shea Bl,11,1,46,23,E Shea Bl - 7xxx,"(37.0, 50.0]"
61.0,1627,Expired/No Arizona Registration,E Camelback Rd,11,1,46,16,E Camelback Rd - 6xxx,"(50.0, 97.0]"
62.0,1505,Expired/No Arizona Registration,N 68th St,11,2,46,15,N 68th St - 3xxx,"(50.0, 97.0]"
42.0,1417,Speed Greater Than R&P or Posted,E Raintree DR,11,2,46,14,E Raintree DR - 8xxx,"(37.0, 50.0]"
33.0,743,Fail to Obey Traffic Control Device,E Indian School Rd,11,2,46,7,E Indian School Rd - 6xxx,"(29.0, 37.0]"
22.0,756,Speed Greater Than R&P or Posted,E Indian School Rd,11,2,46,7,E Indian School Rd - 6xxx,"(17.999, 24.0]"
25.0,2139,Speed Greater Than R&P or Posted,E Camelback Rd,11,5,45,21,E Camelback Rd - 7xxx,"(24.0, 29.0]"
19.0,810,Speed Greater Than R&P or Posted,E Indian School Rd,11,2,46,8,E Indian School Rd - 6xxx,"(17.999, 24.0]"
36.0,2223,Speed Greater Than R&P or Posted,E Camelback Rd,11,5,45,22,E Camelback Rd - 7xxx,"(29.0, 37.0]"
38.0,846,Speed Greater Than R&P or Posted,E Indian School Rd,11,2,46,8,E Indian School Rd - 6xxx,"(37.0, 50.0]"
26.0,753,Failure to Control Speed to Avoid A Collision,N Scottsdale Rd / E Thomas Rd,11,3,46,7,N Scottsdale Rd / E Thomas Rd -  xxx,"(24.0, 29.0]"
28.0,1837,No Proof of Insurance,N Scottsdale Rd / E Thomas Rd,11,2,46,18,N Scottsdale Rd / E Thomas Rd -  xxx,"(24.0, 29.0]"
47.0,1020,Speed Greater Than R&P or Posted,N Pima Rd,11,2,46,10,N Pima Rd - 2xxx,"(37.0, 50.0]"
51.0,2200,Speed Greater Than R&P or Posted,E Camelback Rd,11,5,45,22,E Camelback Rd - 7xxx,"(50.0, 97.0]"
52.0,2231,No Proof of Insurance,E Shea Bl,11,5,45,22,E Shea Bl - 6xxx,"(50.0, 97.0]"
55.0,823,Speed Greater Than R&P or Posted,E Indian School Rd,11,2,46,8,E Indian School Rd - 6xxx,"(50.0, 97.0]"
37.0,831,Fail to Obey Traffic Control Device,E Indian School Rd,11,2,46,8,E Indian School Rd - 6xxx,"(29.0, 37.0]"
60.0,1158,Expired/No Arizona Registration,E Oak St,11,2,46,11,E Oak St - 7xxx,"(50.0, 97.0]"
20.0,1149,Speed Greater Than R&P or Posted,E Osborn Rd,11,1,46,11,E Osborn Rd - 6xxx,"(17.999, 24.0]"
20.0,2200,Speed Greater Than R&P or Posted,N Scottsdale Rd,11,1,46,22,N Scottsdale Rd - 2xxx,"(17.999, 24.0]"
21.0,1000,Failure to Control Speed to Avoid A Collision,E Shea Bl,11,3,46,10,E Shea Bl - 7xxx,"(17.999, 24.0]"
52.0,1518,Expired/No Arizona Registration,L101 / E Shea Bl,11,3,46,15,L101 / E Shea Bl -  xxx,"(50.0, 97.0]"
24.0,5,Speed Greater Than R&P or Posted,N Scottsdale Rd,11,2,46,0,N Scottsdale Rd - 2xxx,"(17.999, 24.0]"
49.0,1910,No Proof of Insurance,E McDowell Rd / N Scottsdale Rd,11,6,45,19,E McDowell Rd / N Scottsdale Rd -  xxx,"(37.0, 50.0]"
26.0,1401,Speed Greater Than R&P or Posted,E McDowell Rd,11,0,46,14,E McDowell Rd - 7xxx,"(24.0, 29.0]"
31.0,2344,Speed Greater Than R&P or Posted,N Hayden Rd / E Thomas Rd,11,1,46,23,N Hayden Rd / E Thomas Rd -  xxx,"(29.0, 37.0]"
20.0,1718,No Proof of Insurance,E McDowell Rd,11,2,46,17,E McDowell Rd - 7xxx,"(17.999, 24.0]"
44.0,820,No Proof of Insurance,N Scottsdale Rd,11,1,46,8,N Scottsdale Rd - 7xxx,"(37.0, 50.0]"
38.0,1135,Speed Greater Than R&P or Posted,E Osborn Rd,11,2,46,11,E Osborn Rd - 6xxx,"(37.0, 50.0]"
47.0,1454,Speed Greater Than R&P or Posted,E Via Linda,11,2,46,14,E Via Linda - 1xxx,"(37.0, 50.0]"
45.0,916,Speed Greater Than R&P or Posted,E Chaparral Rd,3,2,11,9,E Chaparral Rd - 7xxx,"(37.0, 50.0]"
36.0,646,Speed Greater Than R&P or Posted,E Chaparral Rd,3,2,11,6,E Chaparral Rd - 7xxx,"(29.0, 37.0]"
33.0,704,Speed Greater Than R&P or Posted,E Chaparral Rd,3,2,11,7,E Chaparral Rd - 7xxx,"(29.0, 37.0]"
31.0,2236,Expired/No Arizona Registration,E Indian School Rd,3,3,11,22,E Indian School Rd - 8xxx,"(29.0, 37.0]"
46.0,949,Speed Greater Than R&P or Posted,E Chaparral Rd,3,2,11,9,E Chaparral Rd - 7xxx,"(37.0, 50.0]"
27.0,727,Speed Greater Than R&P or Posted,E Chaparral Rd,3,2,11,7,E Chaparral Rd - 7xxx,"(24.0, 29.0]"
31.0,516,Speed Greater Than R&P or Posted,N Hayden Rd,3,2,11,5,N Hayden Rd - 4xxx,"(29.0, 37.0]"
33.0,855,Speed Greater Than R&P or Posted,E Chaparral Rd,3,2,11,8,E Chaparral Rd - 7xxx,"(29.0, 37.0]"
50.0,1653,Speed Greater Than R&P or Posted,N 64th St,3,2,11,16,N 64th St - 2xxx,"(37.0, 50.0]"
21.0,1150,Suspended/Revoked D.L.,E Thomas Rd,3,2,12,11,E Thomas Rd - 8xxx,"(17.999, 24.0]"
33.0,2121,Speed Greater Than R&P or Posted,N Scottsdale Rd,3,5,11,21,N Scottsdale Rd - 1xxx,"(29.0, 37.0]"
27.0,2326,Speed Greater Than R&P or Posted,E Shea Bl,3,4,11,23,E Shea Bl - 6xxx,"(24.0, 29.0]"
20.0,1129,Speed Greater Than R&P or Posted,N 100th St,3,4,11,11,N 100th St - 1xxx,"(17.999, 24.0]"
39.0,2358,Speed Greater Than R&P or Posted,E Shea Bl,3,6,11,23,E Shea Bl - 6xxx,"(37.0, 50.0]"
24.0,1425,Expired/No Arizona Registration,N Scottsdale Rd / E Thomas Rd,3,6,11,14,N Scottsdale Rd / E Thomas Rd -  xxx,"(17.999, 24.0]"
21.0,2338,Speed Greater Than R&P or Posted,E Shea Bl,3,6,11,23,E Shea Bl - 7xxx,"(17.999, 24.0]"
26.0,729,Expired/No Arizona Registration,E Thomas Rd,3,1,12,7,E Thomas Rd - 6xxx,"(24.0, 29.0]"
18.0,2227,Speed Greater Than R&P or Posted,E Shea Bl,3,6,11,22,E Shea Bl - 6xxx,"(17.999, 24.0]"
23.0,1503,Speed Greater Than R&P or Posted,E Indian Bend Rd,3,6,11,15,E Indian Bend Rd - 7xxx,"(17.999, 24.0]"
43.0,2333,Speed Greater Than R&P or Posted,E Indian Bend Rd,3,6,11,23,E Indian Bend Rd - 7xxx,"(37.0, 50.0]"
60.0,2347,Speed Greater Than R&P or Posted,E Shea Bl,3,4,11,23,E Shea Bl - 6xxx,"(50.0, 97.0]"
34.0,1757,Expired/No Arizona Registration,E Shea Bl,3,4,11,17,E Shea Bl - 6xxx,"(29.0, 37.0]"
21.0,1200,Expired/No Arizona Registration,N Hayden Rd,3,4,11,12,N Hayden Rd - 7xxx,"(17.999, 24.0]"
32.0,2318,No Proof of Insurance,E Frank Lloyd Wright Bl / N Hayden Rd,3,5,11,23,E Frank Lloyd Wright Bl / N Hayden Rd -  xxx,"(29.0, 37.0]"
53.0,2058,Fail to Obey Traffic Control Device,E Camelback Rd / N Scottsdale Rd,3,5,11,20,E Camelback Rd / N Scottsdale Rd -  xxx,"(50.0, 97.0]"
31.0,2226,Speed Greater Than R&P or Posted,E McDowell Rd,3,6,11,22,E McDowell Rd - 6xxx,"(29.0, 37.0]"
23.0,1248,Suspended/Revoked D.L.,N Miller Rd,3,3,12,12,N Miller Rd - 7xxx,"(17.999, 24.0]"
45.0,1708,Suspended/Revoked D.L.,N Scottsdale Rd,3,3,12,17,N Scottsdale Rd - 1xxx,"(37.0, 50.0]"
48.0,1716,No Proof of Insurance,N Scottsdale Rd / E Shea Bl,3,3,12,17,N Scottsdale Rd / E Shea Bl -  xxx,"(37.0, 50.0]"
21.0,0,DUI-Impaired to Slightest Degree,N Hayden Rd / E Indian School Rd,3,4,12,0,N Hayden Rd / E Indian School Rd -  xxx,"(17.999, 24.0]"
58.0,106,DUI-Impaired to Slightest Degree,E Chaparral Rd,3,4,12,1,E Chaparral Rd - 8xxx,"(50.0, 97.0]"
40.0,136,DUI-Impaired to Slightest Degree,E Camelback Rd / N Scottsdale Rd,3,4,12,1,E Camelback Rd / N Scottsdale Rd -  xxx,"(37.0, 50.0]"
44.0,125,DUI-Impaired to Slightest Degree,N Scottsdale Rd,3,4,12,1,N Scottsdale Rd - 7xxx,"(37.0, 50.0]"
22.0,15,Suspended/Revoked D.L.,E Shea Bl,3,4,12,0,E Shea Bl - 7xxx,"(17.999, 24.0]"
37.0,1958,Fail to Stop For Red Signal,E Camelback Rd / N Scottsdale Rd,3,5,11,19,E Camelback Rd / N Scottsdale Rd -  xxx,"(29.0, 37.0]"
19.0,1420,No Proof of Insurance,E McKellips Rd,3,5,11,14,E McKellips Rd - 7xxx,"(17.999, 24.0]"
23.0,33,Fail to Stop For Red Signal,E Camelback Rd / N Scottsdale Rd,3,6,11,0,E Camelback Rd / N Scottsdale Rd -  xxx,"(17.999, 24.0]"
46.0,808,Speed Greater Than R&P or Posted,E Chaparral Rd,3,2,11,8,E Chaparral Rd - 7xxx,"(37.0, 50.0]"
59.0,902,Speed Greater Than R&P or Posted,E Chaparral Rd,3,2,11,9,E Chaparral Rd - 7xxx,"(50.0, 97.0]"
